epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,20038.5,1.38792,0.80838,1.38094,0.92988,0.91321,0.96188,0.60862,1.26609,0.62371,1.27298,0.00964756,0.00964756,0.00964756
180,20169.7,1.35766,0.76626,1.33714,0.93136,0.90547,0.96042,0.61133,1.24979,0.61064,1.25409,0.00964558,0.00964558,0.00964558
181,20301.4,1.36875,0.75456,1.33689,0.93219,0.90664,0.96309,0.61252,1.24753,0.60374,1.24727,0.0096436,0.0096436,0.0096436
182,20432.9,1.37095,0.76753,1.3619,0.93879,0.91035,0.96528,0.601,1.26776,0.61074,1.26074,0.00964162,0.00964162,0.00964162
183,20564.2,1.37446,0.7584,1.34938,0.94379,0.91399,0.96738,0.61326,1.2572,0.59993,1.25163,0.00963964,0.00963964,0.00963964
184,20695.4,1.36094,0.77314,1.35048,0.93632,0.91052,0.96495,0.60537,1.26857,0.60635,1.26028,0.00963766,0.00963766,0.00963766
185,20826.9,1.37153,0.77285,1.35774,0.93995,0.90737,0.96416,0.61428,1.23861,0.59868,1.23418,0.00963568,0.00963568,0.00963568
186,20958.4,1.34953,0.76993,1.34622,0.9402,0.91978,0.96779,0.60632,1.2405,0.59703,1.23801,0.0096337,0.0096337,0.0096337
187,21089.6,1.35598,0.7597,1.35036,0.93465,0.9149,0.96677,0.61632,1.21556,0.58792,1.23363,0.00963172,0.00963172,0.00963172
188,21221.1,1.35116,0.76299,1.33754,0.9416,0.90715,0.96513,0.62065,1.21078,0.5849,1.23482,0.00962974,0.00962974,0.00962974
189,21352,1.3481,0.74708,1.35761,0.93965,0.91312,0.96603,0.62009,1.22337,0.58718,1.23871,0.00962776,0.00962776,0.00962776
190,21482.9,1.35055,0.75451,1.3337,0.93788,0.91846,0.96778,0.62431,1.2054,0.57959,1.22591,0.00962578,0.00962578,0.00962578
191,21613.9,1.33997,0.75209,1.33279,0.9443,0.92147,0.97013,0.63314,1.19329,0.56844,1.21582,0.0096238,0.0096238,0.0096238
192,21745.1,1.33026,0.72557,1.32008,0.94412,0.91743,0.96937,0.62906,1.19663,0.5719,1.212,0.00962182,0.00962182,0.00962182
193,21875.7,1.32496,0.7568,1.32529,0.94538,0.90765,0.9653,0.60588,1.21529,0.5927,1.22862,0.00961984,0.00961984,0.00961984
194,22006.2,1.34028,0.76103,1.35108,0.93825,0.91237,0.96686,0.62684,1.20222,0.58249,1.21364,0.00961786,0.00961786,0.00961786
195,22136.6,1.36296,0.76484,1.35292,0.94197,0.91373,0.96775,0.62805,1.19379,0.57738,1.21588,0.00961588,0.00961588,0.00961588
196,22267,1.34551,0.73688,1.3263,0.93866,0.9149,0.96806,0.63088,1.17977,0.57486,1.2148,0.0096139,0.0096139,0.0096139
197,22397.3,1.29685,0.71308,1.31583,0.9459,0.91927,0.96929,0.63241,1.17989,0.57411,1.21092,0.00961192,0.00961192,0.00961192
198,22527.5,1.32297,0.75124,1.32986,0.94711,0.91732,0.97094,0.63494,1.17621,0.56536,1.20995,0.00960994,0.00960994,0.00960994
199,22657.7,1.29873,0.7449,1.31313,0.94355,0.91877,0.9704,0.63948,1.17281,0.56017,1.20315,0.00960796,0.00960796,0.00960796
200,22788.4,1.32579,0.75027,1.31925,0.94589,0.92113,0.97056,0.63371,1.19659,0.56814,1.2087,0.00960598,0.00960598,0.00960598
201,22918.9,1.32087,0.74613,1.3061,0.94513,0.91591,0.97076,0.63715,1.17012,0.56588,1.20348,0.009604,0.009604,0.009604
202,23051.1,1.34124,0.75083,1.32776,0.93863,0.91248,0.9661,0.62508,1.18873,0.57806,1.22362,0.00960202,0.00960202,0.00960202
203,23181.9,1.30144,0.73102,1.30916,0.93968,0.92142,0.9682,0.63477,1.16041,0.57162,1.20346,0.00960004,0.00960004,0.00960004
204,23312.2,1.30516,0.72475,1.31445,0.93864,0.91767,0.96702,0.63254,1.17977,0.57102,1.20887,0.00959806,0.00959806,0.00959806
205,23443.1,1.30465,0.72767,1.31113,0.93984,0.92145,0.9677,0.6368,1.15845,0.56753,1.19898,0.00959608,0.00959608,0.00959608
206,23573.3,1.31153,0.72003,1.30379,0.9445,0.92061,0.971,0.63359,1.18216,0.56786,1.20905,0.0095941,0.0095941,0.0095941
207,23703.5,1.28279,0.71042,1.29792,0.94866,0.92176,0.97161,0.64552,1.15824,0.56193,1.19971,0.00959212,0.00959212,0.00959212
208,23833.8,1.29676,0.71571,1.3037,0.94757,0.9289,0.97423,0.65146,1.13954,0.5469,1.18612,0.00959014,0.00959014,0.00959014
209,23964.1,1.28101,0.71367,1.30425,0.94557,0.93103,0.97271,0.64775,1.14283,0.54931,1.18818,0.00958816,0.00958816,0.00958816
210,24094.3,1.28779,0.69941,1.27281,0.94155,0.92282,0.96806,0.64138,1.15593,0.56468,1.1869,0.00958618,0.00958618,0.00958618
211,24224,1.25735,0.69365,1.27755,0.95189,0.92585,0.97145,0.6573,1.12531,0.54083,1.17352,0.0095842,0.0095842,0.0095842
212,24354,1.26521,0.68423,1.30289,0.94722,0.92551,0.97253,0.65548,1.12952,0.54634,1.17942,0.00958222,0.00958222,0.00958222
213,24484.2,1.26205,0.70267,1.27399,0.94444,0.92535,0.97121,0.65115,1.13254,0.55378,1.18488,0.00958024,0.00958024,0.00958024
214,24614.3,1.24348,0.70591,1.2871,0.94484,0.93234,0.97472,0.64959,1.13804,0.55606,1.19187,0.00957826,0.00957826,0.00957826
215,24744,1.26821,0.71592,1.28302,0.93982,0.92703,0.97167,0.64743,1.14647,0.55733,1.19916,0.00957628,0.00957628,0.00957628
216,24874.1,1.25638,0.69618,1.28612,0.9412,0.92754,0.97367,0.65529,1.13503,0.54761,1.18796,0.0095743,0.0095743,0.0095743
217,25004.2,1.29007,0.71552,1.28664,0.9459,0.93108,0.97575,0.66068,1.12368,0.54414,1.17531,0.00957232,0.00957232,0.00957232
218,25134.1,1.25759,0.69461,1.2621,0.95222,0.93358,0.97612,0.66714,1.10207,0.528,1.16068,0.00957034,0.00957034,0.00957034
219,25264.1,1.25334,0.69208,1.28861,0.95084,0.93697,0.97646,0.66533,1.1106,0.53132,1.16567,0.00956836,0.00956836,0.00956836
220,25394.1,1.25757,0.69517,1.27088,0.9516,0.93765,0.97818,0.666,1.09764,0.53239,1.16013,0.00956638,0.00956638,0.00956638
221,25524.1,1.26105,0.69413,1.28001,0.95523,0.93493,0.97802,0.65988,1.11704,0.53763,1.16779,0.0095644,0.0095644,0.0095644
222,25653.8,1.25131,0.69888,1.27827,0.95362,0.9395,0.97869,0.66841,1.09553,0.53062,1.1548,0.00956242,0.00956242,0.00956242
223,25783.8,1.24195,0.70576,1.2745,0.95707,0.93798,0.97892,0.66775,1.09965,0.52177,1.16216,0.00956044,0.00956044,0.00956044
224,25913.6,1.21803,0.67797,1.2435,0.94868,0.9376,0.97659,0.66786,1.09635,0.52942,1.15594,0.00955846,0.00955846,0.00955846
225,26043.8,1.25512,0.68918,1.27515,0.9517,0.93301,0.97626,0.66313,1.11691,0.53787,1.1689,0.00955648,0.00955648,0.00955648
226,26173.6,1.22955,0.69676,1.27096,0.94877,0.93004,0.97355,0.66028,1.12346,0.5354,1.17104,0.0095545,0.0095545,0.0095545
227,26303.1,1.25482,0.6957,1.26613,0.95085,0.93647,0.97478,0.66661,1.08884,0.52467,1.1481,0.00955252,0.00955252,0.00955252
228,26432.6,1.22699,0.71765,1.26603,0.9507,0.93293,0.97536,0.66375,1.09533,0.5406,1.15074,0.00955054,0.00955054,0.00955054
229,26562.6,1.26689,0.70356,1.26644,0.94974,0.93815,0.97646,0.66819,1.08666,0.52417,1.14786,0.00954856,0.00954856,0.00954856
230,26692.7,1.27417,0.69716,1.27454,0.94441,0.93626,0.97495,0.66572,1.10341,0.53548,1.15976,0.00954658,0.00954658,0.00954658
231,26822.3,1.2624,0.69934,1.28276,0.94599,0.92703,0.97405,0.66305,1.1042,0.53424,1.15979,0.0095446,0.0095446,0.0095446
232,26951.6,1.25977,0.69231,1.28629,0.94594,0.93495,0.97618,0.65991,1.11804,0.53417,1.16415,0.00954262,0.00954262,0.00954262
233,27081.8,1.22181,0.68765,1.2675,0.94904,0.93529,0.97811,0.66977,1.07036,0.51831,1.1436,0.00954064,0.00954064,0.00954064
234,27211.5,1.23561,0.69753,1.26908,0.95212,0.94186,0.98124,0.67906,1.06527,0.51275,1.13783,0.00953866,0.00953866,0.00953866
235,27341.3,1.23369,0.67659,1.25335,0.95339,0.93225,0.97903,0.66781,1.09669,0.52526,1.16171,0.00953668,0.00953668,0.00953668
236,27470.9,1.26988,0.70365,1.27857,0.95462,0.93394,0.97993,0.67019,1.10064,0.52963,1.16102,0.0095347,0.0095347,0.0095347
237,27600.9,1.22183,0.67271,1.25034,0.95677,0.93605,0.98104,0.67772,1.08019,0.51781,1.15085,0.00953272,0.00953272,0.00953272
238,27730.3,1.20204,0.66345,1.25113,0.95232,0.93561,0.97876,0.67698,1.08005,0.52178,1.14932,0.00953074,0.00953074,0.00953074
239,27860.1,1.22603,0.68764,1.27161,0.95579,0.93916,0.98022,0.67751,1.07666,0.51297,1.14534,0.00952876,0.00952876,0.00952876
240,27989.8,1.21345,0.6753,1.24586,0.94982,0.94102,0.97816,0.6792,1.06657,0.51067,1.13876,0.00952678,0.00952678,0.00952678
241,28119.7,1.17894,0.66369,1.24408,0.95084,0.93877,0.97908,0.67827,1.06945,0.51928,1.14125,0.0095248,0.0095248,0.0095248
242,28249.5,1.23039,0.69148,1.25544,0.95682,0.93411,0.97943,0.67988,1.06636,0.51153,1.13661,0.00952282,0.00952282,0.00952282
243,28379.4,1.20563,0.67728,1.24634,0.9606,0.93682,0.97998,0.67502,1.07048,0.51307,1.14017,0.00952084,0.00952084,0.00952084
244,28509.2,1.1844,0.65777,1.224,0.95791,0.93748,0.98131,0.67955,1.07093,0.51726,1.14281,0.00951886,0.00951886,0.00951886
245,28638.9,1.22901,0.67503,1.25202,0.95987,0.93512,0.98022,0.67712,1.07407,0.51787,1.14622,0.00951688,0.00951688,0.00951688
246,28768.5,1.22018,0.67188,1.24724,0.95797,0.9411,0.98187,0.68336,1.0656,0.51478,1.13983,0.0095149,0.0095149,0.0095149
247,28897.9,1.19808,0.67144,1.23353,0.96065,0.93495,0.98179,0.68306,1.06534,0.51099,1.13708,0.00951292,0.00951292,0.00951292
248,29027.6,1.21399,0.67836,1.23148,0.95078,0.93758,0.9787,0.68123,1.06296,0.51538,1.13867,0.00951094,0.00951094,0.00951094
249,29157.1,1.20966,0.67558,1.25559,0.9538,0.9368,0.98048,0.68571,1.05065,0.50994,1.12709,0.00950896,0.00950896,0.00950896
250,29286.9,1.20354,0.66312,1.24664,0.95442,0.94001,0.98008,0.68867,1.04903,0.50983,1.12859,0.00950698,0.00950698,0.00950698
251,29416.5,1.1927,0.65861,1.23002,0.95757,0.93782,0.98061,0.68823,1.04325,0.50786,1.12846,0.009505,0.009505,0.009505
252,29546.1,1.19926,0.67589,1.24868,0.95532,0.93765,0.97982,0.68643,1.05224,0.509,1.1327,0.00950302,0.00950302,0.00950302
253,29676.1,1.1958,0.66061,1.22924,0.95446,0.94523,0.982,0.69099,1.04439,0.49762,1.12957,0.00950104,0.00950104,0.00950104
254,29805.8,1.19659,0.66699,1.24297,0.95227,0.94804,0.98145,0.6881,1.05243,0.5018,1.12856,0.00949906,0.00949906,0.00949906
255,29935.5,1.18783,0.64267,1.23637,0.96172,0.93556,0.98142,0.68721,1.04653,0.49942,1.12893,0.00949708,0.00949708,0.00949708
256,30065,1.20863,0.67779,1.24746,0.95743,0.94378,0.98198,0.68498,1.05097,0.50099,1.13178,0.0094951,0.0094951,0.0094951
257,30194.8,1.16413,0.64918,1.23406,0.962,0.93858,0.9817,0.68794,1.03643,0.49994,1.12237,0.00949312,0.00949312,0.00949312
258,30325.2,1.19337,0.65445,1.23696,0.95499,0.9481,0.98174,0.68795,1.03804,0.50171,1.12855,0.00949114,0.00949114,0.00949114
259,30455.3,1.19123,0.6585,1.2296,0.96057,0.94489,0.98181,0.6931,1.0295,0.50249,1.12275,0.00948916,0.00948916,0.00948916
260,30585.5,1.16809,0.63683,1.23282,0.95796,0.94624,0.98012,0.69217,1.02845,0.50075,1.12032,0.00948718,0.00948718,0.00948718
261,30715.8,1.16631,0.66092,1.23008,0.95813,0.94865,0.97976,0.69314,1.02377,0.49783,1.12276,0.0094852,0.0094852,0.0094852
262,30846.4,1.21403,0.67184,1.25875,0.9581,0.94792,0.97983,0.68842,1.05157,0.50173,1.13306,0.00948322,0.00948322,0.00948322
263,30977.8,1.14614,0.62553,1.20852,0.96287,0.94833,0.98045,0.69171,1.03841,0.49618,1.12035,0.00948124,0.00948124,0.00948124
264,31108.4,1.18465,0.6483,1.22745,0.96111,0.94607,0.98158,0.69794,1.02467,0.4921,1.11398,0.00947926,0.00947926,0.00947926
265,31238.9,1.14252,0.62463,1.20897,0.95711,0.94321,0.98116,0.69315,1.01307,0.49415,1.11116,0.00947728,0.00947728,0.00947728
266,31369.2,1.16828,0.63166,1.22008,0.96208,0.95197,0.9847,0.70937,0.99925,0.47978,1.10002,0.0094753,0.0094753,0.0094753
267,31499.9,1.14059,0.63687,1.22312,0.96448,0.95188,0.98435,0.70259,1.01222,0.48541,1.1062,0.00947332,0.00947332,0.00947332
268,31630.7,1.14391,0.63867,1.22241,0.96413,0.9512,0.98411,0.70629,1.00343,0.4775,1.10379,0.00947134,0.00947134,0.00947134
269,31761.6,1.14067,0.64122,1.21085,0.95974,0.95197,0.98349,0.70885,0.99829,0.47659,1.10021,0.00946936,0.00946936,0.00946936
270,31892.3,1.1413,0.64524,1.20891,0.96007,0.9522,0.98469,0.70182,0.99963,0.48047,1.09973,0.00946738,0.00946738,0.00946738
271,32022.9,1.17121,0.6639,1.22739,0.96226,0.94968,0.98447,0.70852,0.99378,0.47844,1.10139,0.0094654,0.0094654,0.0094654
272,32153.8,1.15586,0.66209,1.22729,0.95393,0.94203,0.9811,0.69797,1.01389,0.50098,1.10779,0.00946342,0.00946342,0.00946342
273,32284.8,1.12381,0.6313,1.19607,0.95922,0.94334,0.98239,0.70289,1.00347,0.48854,1.09986,0.00946144,0.00946144,0.00946144
274,32415.9,1.14508,0.64148,1.22034,0.95816,0.94553,0.98157,0.70165,1.00858,0.484,1.10244,0.00945946,0.00945946,0.00945946
275,32546.8,1.14626,0.63603,1.20523,0.96153,0.94763,0.98308,0.69757,1.0211,0.48665,1.11352,0.00945748,0.00945748,0.00945748
276,32677.4,1.13722,0.62504,1.2136,0.9617,0.94641,0.98165,0.70105,1.01793,0.48456,1.10945,0.0094555,0.0094555,0.0094555
277,32808.2,1.15672,0.6328,1.21246,0.9624,0.94742,0.98295,0.70228,1.00723,0.48455,1.10174,0.00945352,0.00945352,0.00945352
278,32939,1.14791,0.6494,1.20552,0.96435,0.94805,0.983,0.71327,0.97879,0.47771,1.08399,0.00945154,0.00945154,0.00945154
279,33069.7,1.15639,0.62988,1.21129,0.96006,0.95189,0.98421,0.70961,0.98039,0.47676,1.08769,0.00944956,0.00944956,0.00944956
280,33200,1.14512,0.63991,1.20271,0.96253,0.94806,0.98334,0.70837,0.98113,0.47541,1.08948,0.00944758,0.00944758,0.00944758
281,33330.5,1.15745,0.64065,1.20694,0.96458,0.95214,0.9833,0.71294,0.9724,0.46971,1.08649,0.0094456,0.0094456,0.0094456
282,33461.4,1.15486,0.64068,1.21509,0.96596,0.95153,0.985,0.71903,0.96335,0.46777,1.07915,0.00944362,0.00944362,0.00944362
283,115.862,1.16763,0.62998,1.20615,0.9609,0.95256,0.98364,0.71009,0.98518,0.47537,1.09181,0.00944164,0.00944164,0.00944164
